description,sales,quantity,avg_price
2 PICTURE BOOK EGGS EASTER DUCKS,143.75,115,1.25
20 DOLLY PEGS RETROSPOT,3017.5,2346,1.286231884057971
200 BENDY SKULL STRAWS,705.0500000000001,637,1.106828885400314
200 RED + WHITE BENDY STRAWS,912.27,759,1.2019367588932806
3 BIRDS CANVAS SCREEN,2.04,2,1.02
3 BLACK CATS W HEARTS BLANK CARD,4.5600000000000005,24,0.19000000000000003
3 DRAWER ANTIQUE WHITE WOOD CABINET,6124.13,707,8.662135785007072
3 GARDENIA MORRIS BOXED CANDLES,840.29,489,1.7183844580777095
3 HEARTS HANGING DECORATION RUSTIC,8013.71,2845,2.8167697715289983
3 HOOK HANGER MAGIC GARDEN,2911.6499999999996,1615,1.802879256965944
3 HOOK PHOTO SHELF ANTIQUE WHITE,12160.08,1706,7.127831184056272
3 PIECE SPACEBOY COOKIE CUTTER SET,5026.240000000001,2510,2.0024860557768926
3 PINK HEN+CHICKS IN BASKET,15.0,12,1.25
3 RAFFIA RIBBONS 50'S CHRISTMAS ,1624.5,1782,0.9116161616161617
3 RAFFIA RIBBONS VINTAGE CHRISTMAS,606.28,676,0.8968639053254438
3 ROSE MORRIS BOXED CANDLES,1555.64,1068,1.4565917602996257
3 STRIPEY MICE FELTCRAFT,5460.5,2914,1.8738846945778997
3 TIER CAKE TIN GREEN AND CREAM,4924.66,362,13.60403314917127
3 TIER CAKE TIN RED AND CREAM,8737.78,652,13.401503067484663
3 TIER SWEETHEART GARDEN SHELF,1938.2500000000002,55,35.24090909090909
3 TRADITIONAL COOKIE CUTTERS  SET,304.20000000000005,162,1.877777777777778
3 TRADITIONAl BISCUIT CUTTERS  SET,2418.0200000000004,1154,2.0953379549393416
3 WHITE CHOC MORRIS BOXED CANDLES,1357.44,880,1.5425454545454547
3 WICK CHRISTMAS BRIAR CANDLE ,7.5,2,3.75
36 DOILIES DOLLY GIRL,1294.85,893,1.45
36 DOILIES VINTAGE CHRISTMAS,7004.799999999999,5152,1.3596273291925465
36 FOIL HEART CAKE CASES,3814.3700000000003,1998,1.9090940940940944
36 FOIL STAR CAKE CASES ,1912.3400000000001,997,1.9180942828485459
36 PENCILS TUBE POSY,33.75,27,1.25
36 PENCILS TUBE RED RETROSPOT,4227.26,3518,1.2016088686753839
36 PENCILS TUBE SKULLS,2009.43,1627,1.2350522433927473
36 PENCILS TUBE WOODLAND,1969.43,1595,1.2347523510971787
3D CHRISTMAS STAMPS STICKERS ,1361.95,1075,1.2669302325581395
3D DOG PICTURE PLAYING CARDS,855.5000000000001,290,2.95
3D HEARTS  HONEYCOMB PAPER GARLAND,838.5000000000001,294,2.852040816326531
3D SHEET OF CAT STICKERS,183.6,216,0.85
3D SHEET OF DOG STICKERS,231.98,272,0.8528676470588235
3D TRADITIONAL CHRISTMAS STICKERS,1882.31,1471,1.2796125084976206
3D VINTAGE CHRISTMAS STICKERS ,1930.38,1522,1.2683180026281209
4 BLUE DINNER CANDLES SILVER FLOCK,216.74999999999997,85,2.55
4 BURGUNDY WINE DINNER CANDLES,53.75,43,1.25
4 IVORY DINNER CANDLES SILVER FLOCK,913.74,450,2.0305333333333335
4 LAVENDER BOTANICAL DINNER CANDLES,1193.75,839,1.4228247914183552
4 LILY  BOTANICAL DINNER CANDLES,848.0,470,1.804255319148936
4 PEAR BOTANICAL DINNER CANDLES,1093.75,755,1.4486754966887416
4 PINK DINNER CANDLE SILVER FLOCK,229.95999999999998,124,1.8545161290322578
4 PINK FLOCK CHRISTMAS BALLS,45.0,36,1.25
4 ROSE PINK DINNER CANDLES,163.38,138,1.1839130434782608
4 SKY BLUE DINNER CANDLES,72.5,58,1.25
4 TRADITIONAL SPINNING TOPS,5952.83,4486,1.3269794917521176
4 VANILLA BOTANICAL CANDLES,1247.5,896,1.3922991071428572
4 WILDFLOWER BOTANICAL CANDLES,471.25,301,1.5656146179401993
5 HOOK HANGER MAGIC TOADSTOOL,964.3499999999999,631,1.5282884310618066
5 HOOK HANGER RED MAGIC TOADSTOOL,4595.099999999999,3054,1.5046168958742632
5 STRAND GLASS NECKLACE AMBER,12.7,2,6.35
5 STRAND GLASS NECKLACE AMETHYST,12.7,2,6.35
5 STRAND GLASS NECKLACE BLACK,50.8,8,6.35
5 STRAND GLASS NECKLACE CRYSTAL,101.6,16,6.35
50'S CHRISTMAS PAPER GIFT BAG,1059.9399999999998,1317,0.8048139711465451
50CM METAL STRING WITH  7 CLIPS,163.37,221,0.7392307692307692
6 CHOCOLATE LOVE HEART T-LIGHTS,1985.8600000000001,1014,1.9584418145956608
6 EGG HOUSE PAINTED WOOD,2043.04,256,7.980625
6 GIFT TAGS 50'S CHRISTMAS ,2750.93,3343,0.8228926114268621
6 GIFT TAGS VINTAGE CHRISTMAS ,3068.8199999999997,3726,0.8236231884057971
6 RIBBONS ELEGANT CHRISTMAS ,2004.9199999999998,1538,1.3035890767230167
6 RIBBONS EMPIRE  ,1302.7199999999998,1034,1.2598839458413924
6 RIBBONS RUSTIC CHARM,14969.839999999998,8594,1.7418943448917847
6 RIBBONS SHIMMERING PINKS ,772.9399999999999,1000,0.77294
6 ROCKET BALLOONS ,1172.9,1762,0.6656640181611805
60 CAKE CASES DOLLY GIRL DESIGN,3735.61,7211,0.5180432672306199
60 CAKE CASES VINTAGE CHRISTMAS,7405.200000000001,14712,0.5033442088091354
60 GOLD AND SILVER FAIRY CAKE CASES,1.1,2,0.55
60 TEATIME FAIRY CAKE CASES,8604.62,17664,0.487127490942029
6PC WOOD PLATE SET DISPOSABLE,443.25,405,1.0944444444444446
70'S ALPHABET WALL ART,1043.1,150,6.954
72 CAKE CASES VINTAGE CHRISTMAS,13.200000000000001,24,0.55
72 SWEETHEART FAIRY CAKE CASES,6252.35,13029,0.4798794995778648
75 BLACK PETIT FOUR CASES,23.94,57,0.42000000000000004
75 GREEN FAIRY CAKE CASES,14.850000000000001,27,0.55
75 GREEN PETIT FOUR CASES,128.1,305,0.42
A PRETTY THANK YOU CARD,179.64,438,0.41013698630136985
A4 WALL TIDY BLUE OFFICE,61.86000000000001,114,0.5426315789473685
A4 WALL TIDY RED FLOWERS,7.37,13,0.566923076923077
ABC TREASURE BOOK BOX ,4373.26,2088,2.0944731800766285
ABSTRACT CIRCLE JOURNAL ,256.65,107,2.3985981308411213
ABSTRACT CIRCLES POCKET BOOK,134.29999999999998,158,0.8499999999999999
ABSTRACT CIRCLES SKETCHBOOK ,483.63,126,3.8383333333333334
ACRYLIC GEOMETRIC LAMP,221.39999999999998,12,18.45
"ACRYLIC HANGING JEWEL,BLUE",101.08,266,0.38
"ACRYLIC HANGING JEWEL,PINK",66.55,95,0.7005263157894737
"ACRYLIC JEWEL ANGEL,PINK",29.64,78,0.38
"ACRYLIC JEWEL ICICLE, BLUE",11.780000000000001,31,0.38000000000000006
"ACRYLIC JEWEL ICICLE, PINK",99.18,261,0.38
"ACRYLIC JEWEL SNOWFLAKE, PINK",63.28000000000001,162,0.39061728395061734
"ACRYLIC JEWEL SNOWFLAKE,PINK",15.299999999999999,6,2.55
ADULT APRON APPLE DELIGHT,891.9300000000001,179,4.982849162011173
ADVENT CALENDAR GINGHAM SACK,4775.780000000001,834,5.726354916067147
AFGHAN SLIPPER SOCK PAIR,1662.95,511,3.2543052837573385
AGED GLASS SILVER T-LIGHT HOLDER,6052.0,10040,0.6027888446215139
AIRLINE BAG VINTAGE JET SET BROWN,1043.3,250,4.1732
AIRLINE BAG VINTAGE JET SET RED,1870.0900000000001,445,4.2024494382022475
AIRLINE BAG VINTAGE JET SET WHITE,812.19,191,4.252303664921466
AIRLINE BAG VINTAGE TOKYO 78,3468.63,825,4.2044
AIRLINE BAG VINTAGE WORLD CHAMPION ,935.33,221,4.2322624434389144
"AIRLINE LOUNGE,METAL SIGN",1007.21,495,2.034767676767677
ALARM CLOCK BAKELIKE CHOCOLATE,6559.26,1772,3.7016139954853275
ALARM CLOCK BAKELIKE GREEN,20839.15,5630,3.701447602131439
ALARM CLOCK BAKELIKE IVORY,10259.36,2721,3.7704373392135246
ALARM CLOCK BAKELIKE ORANGE,7984.38,2179,3.6642404772831574
ALARM CLOCK BAKELIKE PINK,18539.09,5066,3.659512435846822
ALARM CLOCK BAKELIKE RED ,25868.95,7206,3.589918123785734
ALPHABET HEARTS STICKER SHEET,311.95,367,0.85
ALPHABET STENCIL CRAFT,2999.19,2668,1.1241341829085458
ALUMINIUM HEART,74.7,30,2.49
ALUMINIUM STAMPED HEART,1852.5500000000002,771,2.4027885862516216
AMBER BERTIE GLASS BEAD BAG CHARM,2.1,1,2.1
AMBER CHUNKY BEAD BRACELET W STRAP,71.6,8,8.95
AMBER CHUNKY GLASS+BEAD NECKLACE,71.69999999999999,6,11.949999999999998
AMBER DIAMANTE EXPANDABLE RING,93.5,22,4.25
AMBER DROP EARRINGS W LONG BEADS,59.00000000000001,20,2.95
AMBER FINE BEAD NECKLACE W TASSEL,17.85,3,5.95
AMBER GLASS TASSLE BAG CHARM,23.6,8,2.95
AMBER GLASS/SHELL/PEARL NECKLACE,8.95,1,8.95
AMBER GLASS/SILVER BRACELET,89.5,10,8.95
AMETHYST CHUNKY BEAD BRACELET W STR,187.95,21,8.95
AMETHYST DIAMANTE EXPANDABLE RING,55.25,13,4.25
AMETHYST HOOP EARRING FLORAL LEAF,11.8,4,2.95
ANGEL DECORATION 3 BUTTONS ,1455.84,3528,0.41265306122448975
ANGEL DECORATION PAINTED ZINC ,383.95000000000005,635,0.6046456692913387
ANGEL DECORATION STARS ON DRESS,987.42,2399,0.41159649854105873
ANGEL DECORATION WITH LACE PADDED,180.2,212,0.85
ANIMAL STICKERS,367.29,1749,0.21000000000000002
ANIMALS AND NATURE WALL ART,923.97,267,3.460561797752809
ANT COPPER LIME BOUDICCA BRACELET,222.75,45,4.95
ANT COPPER PINK BOUDICCA BRACELET,153.45000000000002,31,4.95
ANT COPPER RED BOUDICCA BRACELET,44.550000000000004,9,4.95
ANT COPPER TURQ BOUDICCA BRACELET,222.75,45,4.95
ANT SILVER FUSCHIA BOUDICCA RING,41.300000000000004,14,2.95
ANT SILVER LIME GREEN BOUDICCA RING,79.65,27,2.95
ANT SILVER PURPLE BOUDICCA RING,29.500000000000004,10,2.95
ANT SILVER TURQUOISE BOUDICCA RING,17.700000000000003,6,2.9500000000000006
ANT WHITE WIRE HEART SPIRAL,1076.66,286,3.7645454545454546
ANTIQUE ALL GLASS CANDLESTICK,1129.1000000000001,565,1.998407079646018
ANTIQUE CREAM CUTLERY CUPBOARD,178.5,14,12.75
ANTIQUE CREAM CUTLERY SHELF ,238.0,28,8.5
ANTIQUE GLASS DRESSING TABLE POT,4684.06,1642,2.8526552984165656
ANTIQUE GLASS HEART DECORATION ,575.25,295,1.95
ANTIQUE GLASS PEDESTAL BOWL,3212.1,887,3.6213077790304395
ANTIQUE GLASS PLACE SETTING,152.5,122,1.25
ANTIQUE HEART SHELF UNIT,3879.15,267,14.528651685393259
ANTIQUE IVORY WIRE BOWL SMALL,241.53000000000003,97,2.49
ANTIQUE MID BLUE FLOWER EARRINGS,17.0,4,4.25
ANTIQUE OLIVE GREEN FLOWER EARRINGS,21.25,5,4.25
ANTIQUE OPAL WHITE FLOWER EARRINGS,8.5,2,4.25
ANTIQUE RASPBERRY FLOWER EARRINGS,8.5,2,4.25
ANTIQUE SILVER BAUBLE LAMP  ,3437.7000000000003,369,9.316260162601626
ANTIQUE SILVER T-LIGHT GLASS,15176.42,12949,1.1720148273997992
ANTIQUE SILVER TEA GLASS ENGRAVED,9271.84,8219,1.1280983087966907
ANTIQUE SILVER TEA GLASS ETCHED,4016.75,3487,1.1519214224261543
ANTIQUE TALL SWIRLGLASS TRINKET POT,2813.38,764,3.682434554973822
APOTHECARY MEASURING JAR,751.4000000000001,64,11.740625000000001
APPLE BATH SPONGE,1397.99,1100,1.2709
APRON APPLE DELIGHT,1286.65,267,4.818913857677903
APRON MODERN VINTAGE COTTON,927.9499999999999,441,2.1041950113378682
AQUA BERTIE GLASS BEAD BAG CHARM,24.9,19,1.3105263157894735
AREA PATROLLED METAL SIGN,8548.02,4288,1.993474813432836
ARMY CAMO BOOKCOVER TAPE,7.14,17,0.42
"ART LIGHTS,FUNK MONKEY",950.45,355,2.677323943661972
ASS COL CIRCLE MOBILE ,173.15999999999997,474,0.36531645569620247
ASS COL LARGE SAND FROG P'WEIGHT,28.35,27,1.05
ASS COL SMALL SAND GECKO P'WEIGHT,11.34,27,0.42
ASS COLOUR GLOWING TIARAS,211.95,279,0.7596774193548387
ASS DES PHONE SPONGE CRAFT STICKER,153.09,509,0.3007662082514735
ASS FLORAL PRINT MULTI SCREWDRIVER,1251.61,2730,0.4584652014652014
ASS FLORAL PRINT SPIRIT LEVEL ,90.13,95,0.9487368421052631
ASSORTED BOTTLE TOP  MAGNETS ,1104.36,2928,0.37717213114754095
ASSORTED CAKES FRIDGE MAGNETS,35.75,55,0.65
ASSORTED CHEESE FRIDGE MAGNETS,105.95000000000002,163,0.6500000000000001
ASSORTED CIRCULAR MOBILE,119.99999999999999,640,0.18749999999999997
ASSORTED COLOUR BIRD ORNAMENT,56413.03,35263,1.5997796557298019
ASSORTED COLOUR LIZARD SUCTION HOOK,382.92,970,0.3947628865979382
ASSORTED COLOUR METAL CAT ,138.75,111,1.25
ASSORTED COLOUR MINI CASES,12107.51,1717,7.051549213744904
ASSORTED COLOUR SILK GLASSES CASE,6.300000000000001,3,2.1
ASSORTED COLOUR SUCTION CUP HOOK,37.24,196,0.19
ASSORTED COLOUR T-LIGHT HOLDER,1983.17,3349,0.5921678112869514
ASSORTED COLOURED CIRCLE MOBILE ,26.88,64,0.42
ASSORTED COLOURS SILK FAN,16044.44,21876,0.7334265862132017
ASSORTED CREEPY CRAWLIES,1073.47,2551,0.42080360642885145
ASSORTED EASTER DECORATIONS  BELLS,650.28,564,1.1529787234042552
ASSORTED EASTER GIFT TAGS,933.26,1142,0.817215411558669
ASSORTED FARMYARD ANIMALS IN BUCKET,68.06,86,0.7913953488372093
"ASSORTED FLOWER COLOUR ""LEIS""",4871.45,10297,0.47309410507914923
ASSORTED INCENSE PACK,760.3199999999999,4032,0.18857142857142856
ASSORTED LAQUERED INCENSE HOLDERS,443.76000000000005,2516,0.17637519872813992
ASSORTED MINI MADRAS NOTEBOOK,462.6,948,0.48797468354430384
ASSORTED MONKEY SUCTION CUP HOOK,205.02,519,0.39502890173410404
ASSORTED SANSKRIT MINI NOTEBOOK,136.25,109,1.25
ASSORTED SHAPES PHOTO CLIP SILVER ,164.51,355,0.4634084507042253
ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,437.16999999999996,529,0.8264083175803402
ASSORTED TUTTI FRUTTI BRACELET,440.89000000000004,2197,0.2006781975421029
ASSORTED TUTTI FRUTTI HEART BOX,268.75,215,1.25
ASSORTED TUTTI FRUTTI KEYRING BALL,367.97999999999996,1102,0.33392014519056257
ASSORTED TUTTI FRUTTI LARGE PURSE,222.60000000000002,106,2.1
ASSORTED TUTTI FRUTTI MIRROR,594.26,490,1.2127755102040816
ASSORTED TUTTI FRUTTI NOTEBOOK,489.30000000000007,233,2.1
ASSORTED TUTTI FRUTTI PEN,800.9499999999999,2451,0.3267849857201142
ASSORTED TUTTI FRUTTI SMALL PURSE,780.14,646,1.2076470588235293
ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,210.19,455,0.46195604395604395
ASSTD DESIGN 3D PAPER STICKERS,386.83,1159,0.33376186367558236
ASSTD DESIGN RACING CAR PEN,1953.0,1252,1.5599041533546325
ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,545.1600000000001,2244,0.24294117647058827
ASSTD MULTICOLOUR CIRCLES MUG,547.98,1374,0.39882096069869
ASSTD RASTA KEY-CHAINS,3.7800000000000002,9,0.42000000000000004
BABUSHKA LIGHTS STRING OF 10,3032.39,467,6.493340471092077
BABY BOOM RIBBONS ,467.5,374,1.25
BABY MOUSE RED GINGHAM DRESS,306.0,72,4.25
BAG 125g SWIRLY MARBLES,3431.35,9272,0.37007657463330457
BAG 250g SWIRLY MARBLES,3856.3799999999997,5004,0.7706594724220622
BAG 500g SWIRLY MARBLES,1299.2099999999998,1377,0.943507625272331
BAG OF SILVER STONES,18.9,45,0.42
BAKING MOULD CHOCOLATE CUP CAKES,30.599999999999998,12,2.55
BAKING MOULD CHOCOLATE CUPCAKES,2358.89,915,2.5780218579234973
BAKING MOULD CUPCAKE CHOCOLATE,30.599999999999998,12,2.55
BAKING MOULD EASTER EGG MILK CHOC,2272.2000000000003,876,2.5938356164383567
BAKING MOULD EASTER EGG WHITE CHOC,1527.2,560,2.7271428571428573
BAKING MOULD HEART MILK CHOCOLATE,2513.12,1040,2.4164615384615384
BAKING MOULD HEART WHITE CHOCOLATE,1873.51,792,2.3655429292929293
BAKING MOULD ROSE MILK CHOCOLATE,1964.25,673,2.9186478454680533
BAKING MOULD ROSE WHITE CHOCOLATE,766.88,258,2.972403100775194
BAKING MOULD TOFFEE CUP  CHOCOLATE,15.299999999999999,6,2.55
BAKING MOULD TOFFEE CUP CHOCOLATE,1935.6000000000001,866,2.235103926096998
BAKING SET 9 PIECE RETROSPOT ,22953.100000000002,4786,4.795883827831175
BAKING SET SPACEBOY DESIGN,10210.890000000001,2153,4.74263353460288
BALLOON ART MAKE YOUR OWN FLOWERS,801.45,887,0.9035512965050734
BALLOON PUMP WITH 10 BALLOONS,1511.48,774,1.9528165374677002
BALLOON WATER BOMB PACK OF 35,2244.06,5873,0.3820977353992849
BALLOONS  WRITING SET ,1253.9499999999998,755,1.6608609271523176
BANK ACCOUNT  GREETING  CARD ,106.97999999999999,265,0.4036981132075471
BANQUET BIRTHDAY  CARD  ,642.24,1560,0.4116923076923077
BAROQUE BUTTERFLY EARRINGS BLACK,7.5,2,3.75
BAROQUE BUTTERFLY EARRINGS CRYSTAL,3.75,1,3.75
BASKET OF FLOWERS SEWING KIT,599.76,774,0.7748837209302325
BASKET OF TOADSTOOLS,1574.98,1322,1.1913615733736762
BATH BUILDING BLOCK WORD,4644.530000000001,778,5.96983290488432
BATHROOM HOOK,137.76,140,0.984
BATHROOM METAL SIGN,3016.9500000000003,5503,0.5482373250954026
BATHROOM METAL SIGN ,566.8,424,1.3367924528301887
BATHROOM SCALES FOOTPRINTS IN SAND,172.05,51,3.373529411764706
BATHROOM SCALES RUBBER DUCKS,139.35,41,3.3987804878048777
"BATHROOM SCALES, TROPICAL BEACH",60.0,16,3.75
BATHROOM SET LOVE HEART DESIGN,191.0,68,2.8088235294117645
BEACH HUT DESIGN BLACKBOARD,144.5,34,4.25
BEACH HUT KEY CABINET,78.75,21,3.75
BEACH HUT MIRROR,66.39,49,1.3548979591836734
BEACH HUT SHELF W 3 DRAWERS,376.5,70,5.378571428571429
BEADED CHANDELIER T-LIGHT HOLDER,1298.44,596,2.1785906040268457
BEADED CRYSTAL HEART BLUE  LARGE,424.06,478,0.8871548117154812
BEADED CRYSTAL HEART BLUE ON STICK,78.71,73,1.0782191780821917
BEADED CRYSTAL HEART BLUE SMALL,99.88,77,1.2971428571428572
BEADED CRYSTAL HEART GREEN LARGE,707.7,816,0.8672794117647059
BEADED CRYSTAL HEART GREEN ON STICK,120.38,142,0.8477464788732394
BEADED CRYSTAL HEART GREEN SMALL,124.11,101,1.2288118811881188
BEADED CRYSTAL HEART PINK LARGE,526.38,552,0.9535869565217391
BEADED CRYSTAL HEART PINK ON STICK,113.09,115,0.9833913043478261
BEADED CRYSTAL HEART PINK SMALL,240.13,165,1.4553333333333334
BEADED LOVE HEART JEWELLERY SET,8.5,10,0.85
BEADED PEARL HEART WHITE LARGE,127.04999999999998,77,1.6499999999999997
BEADED PEARL HEART WHITE ON STICK,462.17,469,0.9854371002132196
BELL HEART ANTIQUE GOLD,24.96,12,2.08
BELL HEART DECORATION,387.0,252,1.5357142857142858
BELLE JARDINIERE CUSHION COVER,2555.73,683,3.741918008784773
BEST DAD CANDLE LETTERS,26.349999999999998,31,0.85
BEWARE OF THE CAT METAL SIGN ,6401.93,4025,1.5905416149068323
BICYCLE PUNCTURE REPAIR KIT ,3336.7200000000003,1730,1.9287398843930637
BICYCLE SAFTEY WALL ART,2371.94,458,5.178908296943232
BIG DOUGHNUT FRIDGE MAGNETS,1076.1,1266,0.85
BIG POLKADOT MUG,2.34,6,0.38999999999999996
BILI NUT AND WOOD NECKLACE,48.0,48,1.0
BINGO SET,5718.21,1551,3.68678916827853
BIRD BOX CHRISTMAS TREE DECORATION,18.7,22,0.85
BIRD DECORATION GREEN POLKADOT,331.5,390,0.85
BIRD DECORATION RED RETROSPOT,625.5999999999999,736,0.8499999999999999
BIRD HOUSE HOT WATER BOTTLE,1562.06,617,2.531701782820097
BIRD ON BRANCH CANVAS SCREEN,21.45,11,1.95
BIRDCAGE DECORATION TEALIGHT HOLDER,761.57,643,1.1844012441679628
BIRDHOUSE DECORATION MAGIC GARDEN,642.94,518,1.2411969111969112
BIRDHOUSE GARDEN MARKER ,1929.35,1411,1.3673635719347979
BIRDS MOBILE VINTAGE DESIGN,1100.21,183,6.01207650273224
BIRTHDAY BANNER TAPE,30.0,24,1.25
BIRTHDAY BANQUET GIFT WRAP,393.5,975,0.4035897435897436
"BIRTHDAY CARD, RETRO SPOT",758.88,1848,0.41064935064935065
BIRTHDAY PARTY CORDON BARRIER TAPE,548.63,436,1.2583256880733944
BISCUIT TIN 50'S CHRISTMAS,5760.52,2048,2.81275390625
BISCUIT TIN VINTAGE CHRISTMAS,4567.38,1632,2.798639705882353
BISCUIT TIN VINTAGE GREEN,2685.13,433,6.2012240184757506
BISCUIT TIN VINTAGE LEAF,64.56,24,2.69
BISCUIT TIN VINTAGE RED,3609.8,572,6.310839160839161
BISCUITS SMALL BOWL LIGHT BLUE,440.94,1038,0.4247976878612717
BLACK 3 BEAD DROP EARRINGS,17.700000000000003,6,2.9500000000000006
BLACK AND WHITE CAT BOWL,2661.8999999999996,1357,1.9616064848931465
BLACK AND WHITE DOG BOWL,2578.78,1192,2.1634060402684567
BLACK BAROQUE CARRIAGE CLOCK,149.67,17,8.804117647058822
BLACK BAROQUE WALL CLOCK ,333.6,44,7.581818181818182
BLACK BIRD GARDEN DESIGN MUG,46.11,105,0.4391428571428571
BLACK CANDELABRA T-LIGHT HOLDER,702.8000000000001,694,1.0126801152737752
BLACK CHAMPAGNE GLASS,621.87,1517,0.4099340804218853
BLACK CHERRY LIGHTS,54.0,8,6.75
BLACK CHRISTMAS FLOCK DROPLET ,30.0,24,1.25
BLACK CHRISTMAS TREE 120CM,503.85,209,2.4107655502392347
BLACK CHRISTMAS TREE 60CM,433.70000000000005,554,0.7828519855595669
BLACK CHUNKY BEAD BRACELET W STRAP,98.44999999999999,11,8.95
BLACK CRYSTAL DROP EARRINGS,20.650000000000002,7,2.95
BLACK DIAMANTE EXPANDABLE RING,89.25,21,4.25
BLACK DIAMOND CLUSTER NECKLACE,17.9,2,8.95
BLACK DINER WALL CLOCK,450.5,53,8.5
BLACK DROP CRYSTAL NECKLACE,35.400000000000006,12,2.9500000000000006
BLACK DROP EARRINGS W LONG BEADS,2.95,1,2.95
BLACK EAR MUFF HEADPHONES,192.86,36,5.357222222222223
BLACK ENAMEL FLOWER RING,188.8,64,2.95
BLACK ENCHANTED FOREST PLACEMAT,893.25,585,1.5269230769230768
BLACK FEATHER CHRISTMAS DECORATION,18.240000000000002,96,0.19000000000000003
BLACK FINE BEAD NECKLACE W TASSEL,5.95,1,5.95
BLACK FLOWER CANDLE PLATE,5.949999999999999,7,0.8499999999999999
BLACK GEMSTONE BRACELET,20.849999999999998,3,6.949999999999999
BLACK GEMSTONE NECKLACE 45CM,51.0,4,12.75
BLACK GLASS BRACELET W HEART CHARMS,14.850000000000001,3,4.95
BLACK GRAND BAROQUE PHOTO FRAME,93.0,48,1.9375
BLACK HEART CARD HOLDER,12257.95,4843,2.531065455296304
BLACK KITCHEN SCALES,4134.03,501,8.251556886227544
BLACK LOVE BIRD CANDLE,191.49,201,0.9526865671641791
BLACK LOVE BIRD T-LIGHT HOLDER,247.46,145,1.7066206896551726
BLACK MEDIUM GLASS CAKE STAND,37.11,17,2.1829411764705884
BLACK MINI TAPE MEASURE ,121.3,158,0.7677215189873418
BLACK ORANGE SQUEEZER,57.96,138,0.42
BLACK PHOTO ALBUM ,7.5,15,0.5
BLACK PIRATE TREASURE CHEST,502.37999999999994,432,1.1629166666666666
BLACK RECORD COVER FRAME,39045.8,11401,3.4247697570388564
BLACK SIL'T SQU CANDLE PLATE ,33.6,16,2.1
BLACK SILOUETTE CANDLE PLATE,116.44999999999999,137,0.8499999999999999
BLACK SMALL GLASS CAKE STAND,54.99,61,0.9014754098360656
BLACK SQUARE TABLE CLOCK,225.48999999999998,95,2.373578947368421
BLACK STITCHED WALL CLOCK,684.65,695,0.9851079136690647
BLACK SWEETHEART BRACELET,284.75,67,4.25
BLACK TEA TOWEL CLASSIC DESIGN,607.74,692,0.8782369942196532
"BLACK TEA,COFFEE,SUGAR JARS",779.4499999999999,451,1.7282705099778268
